-0.61884,0.34084,-0.36355,0.60721,-0.023906,-0.0022,-0.011583,-0.69763,-8.5361,5.4489,0.056802,0.98382,-0.059482
-0.61882,0.34068,-0.36389,0.60711,-0.019374,-0.010774,0.00090187,-0.72299,-8.4739,5.1921,0.055075,0.98544,-0.05946
-0.61892,0.34059,-0.36405,0.60696,-0.0062616,-0.018246,-0.0038656,-0.7339,-8.427,4.9658,0.051726,0.98552,-0.057493
-0.61841,0.34098,-0.36453,0.60698,-0.014828,-0.034121,0.0045823,-0.65752,-8.4114,4.8918,0.05174,0.98237,-0.06143
-0.61836,0.34107,-0.36458,0.60694,-0.036199,-0.030311,0.0016955,-0.67209,-8.5018,4.8613,0.051695,0.98553,-0.059447
-0.61848,0.34121,-0.36459,0.60674,-0.042316,-0.0413,0.0077319,-0.67517,-8.5936,5.027,0.053515,0.98387,-0.053608
-0.61849,0.34133,-0.36469,0.6066,-0.043448,-0.045003,0.0014625,-0.64875,-8.6705,5.2234,0.051764,0.98393,-0.057508
-0.61846,0.3417,-0.36446,0.60656,-0.041013,-0.032727,0.0040757,-0.66591,-8.6713,5.3437,0.048323,0.98403,-0.061401
-0.61846,0.3417,-0.36446,0.60656,-0.05433,-0.027653,0.022518,-0.65064,-8.6712,5.3289,0.055037,0.98702,-0.059446
-0.61848,0.34205,-0.36457,0.60627,-0.072153,-0.012782,0.027238,-0.67913,-8.5348,5.2532,0.053347,0.98706,-0.059439
-0.61866,0.34222,-0.36459,0.60599,-0.092358,-0.0028187,0.029392,-0.75461,-8.4745,5.282,0.055174,0.98384,-0.055569
-0.61864,0.34263,-0.36475,0.60568,-0.10785,-0.0064101,0.02782,-0.75465,-8.5047,5.282,0.053515,0.98387,-0.053608
-0.61855,0.3428,-0.36506,0.60549,-0.13036,-0.0050705,0.019916,-0.691,-8.609,5.0719,0.053453,0.98389,-0.057515
-0.61834,0.34324,-0.36561,0.60512,-0.14956,-0.012286,0.026963,-0.67125,-8.4713,4.8161,0.053645,0.98225,-0.047762
-0.61821,0.34356,-0.36611,0.60476,-0.17472,-0.019465,0.033893,-0.72041,-8.5635,5.0413,0.056955,0.98377,-0.049714
-0.61787,0.34416,-0.36675,0.60439,-0.19495,-0.013186,0.036024,-0.70837,-8.5646,5.2074,0.055228,0.98539,-0.049692
-0.61771,0.3447,-0.36725,0.60395,-0.20312,0.00035448,0.030967,-0.7412,-8.46,5.3728,0.053607,0.98384,-0.047747
-0.61741,0.34525,-0.36801,0.60346,-0.20657,0.020031,0.032265,-0.787,-8.4452,5.4172,0.055228,0.98539,-0.049692
-0.61685,0.34589,-0.36901,0.60306,-0.2183,0.038511,0.028413,-0.79925,-8.3988,5.2662,0.057027,0.98845,-0.037949
-0.61647,0.34637,-0.36971,0.60275,-0.242,0.048476,0.025518,-0.79545,-8.3672,5.0553,0.058693,0.98685,-0.041878
-0.61605,0.34691,-0.3703,0.6025,-0.25852,0.055918,0.01777,-0.71649,-8.4412,4.8304,0.058867,0.98208,-0.038015
-0.61556,0.34776,-0.37143,0.60182,-0.27642,0.037584,0.01108,-0.68414,-8.5007,4.6952,0.057027,0.98845,-0.037949
-0.61529,0.34807,-0.37196,0.60159,-0.28006,0.024088,0.008436,-0.65517,-8.4709,4.7561,0.057095,0.98686,-0.03601
-0.61461,0.34931,-0.37305,0.60089,-0.28266,0.02171,0.023309,-0.6901,-8.5332,5.0268,0.057287,0.98522,-0.026257
-0.61439,0.34969,-0.37346,0.60064,-0.28388,0.034035,0.032074,-0.69336,-8.5646,5.2076,0.060498,0.98834,-0.032102
-0.61372,0.35067,-0.37489,0.59986,-0.2921,0.047591,0.030751,-0.72181,-8.6093,5.1166,0.057181,0.9884,-0.028181
-0.61341,0.35131,-0.3756,0.59936,-0.29453,0.056234,0.038226,-0.70315,-8.6984,4.9057,0.064219,0.98029,-0.022422
-0.61274,0.35192,-0.37706,0.59877,-0.28033,0.047558,0.040942,-0.73089,-8.8183,4.7694,0.062465,0.98821,-0.014527
-0.61221,0.35257,-0.37818,0.59823,-0.25315,0.041292,0.052642,-0.7432,-8.8172,4.6184,0.062434,0.98822,-0.01648
-0.61188,0.35307,-0.37917,0.59764,-0.24741,0.0364,0.066418,-0.7114,-8.892,4.5133,0.060881,0.98507,-0.012596
-0.61165,0.35351,-0.38021,0.59696,-0.24167,0.024119,0.07517,-0.63502,-8.8765,4.4393,0.060761,0.99139,-0.010583
-0.61154,0.35394,-0.38048,0.59664,-0.23228,0.016716,0.081533,-0.60686,-8.847,4.5454,0.060874,0.98664,-0.010627
-0.61154,0.35404,-0.38062,0.5965,-0.20495,0.012869,0.084537,-0.63755,-8.7416,4.5902,0.067687,0.98803,-0.0047801
-0.61145,0.35481,-0.38197,0.59526,-0.18968,0.015296,0.10104,-0.71516,-8.6671,4.7397,0.065984,0.99121,-0.00083649
-0.61154,0.35513,-0.38273,0.59449,-0.18366,0.021393,0.099947,-0.68556,-8.5616,4.7705,0.069339,0.98958,-0.0047724
-0.61142,0.35553,-0.38334,0.59398,-0.18594,0.022605,0.09244,-0.71416,-8.5158,4.6947,0.066127,0.98646,0.001073
-0.61139,0.35596,-0.384,0.59334,-0.19771,0.017715,0.07973,-0.71389,-8.5157,4.6796,0.07109,0.98951,-0.00087226
-0.61137,0.35619,-0.38462,0.59281,-0.19634,0.021344,0.068575,-0.74309,-8.7266,4.6185,0.072968,0.98156,-0.00095278
-0.6111,0.35677,-0.38552,0.59215,-0.19178,0.0090707,0.077304,-0.72841,-8.7721,4.6338,0.074667,0.98623,0.0068986
-0.6111,0.357,-0.38614,0.59161,-0.18107,0.015159,0.081286,-0.74291,-8.802,4.6033,0.067977,0.98479,0.0088657
-0.61095,0.35734,-0.38709,0.59094,-0.17976,0.029883,0.080158,-0.75813,-8.7568,4.6182,0.071425,0.98312,0.01079
-0.61071,0.35744,-0.38793,0.59058,-0.18921,0.036073,0.07752,-0.87673,-8.6958,4.5407,0.074797,0.98461,0.012745
-0.61032,0.35789,-0.3891,0.58993,-0.18202,0.029861,0.071399,-0.91996,-8.5592,4.4496,0.074835,0.98303,0.01273
-0.6102,0.35796,-0.38978,0.58956,-0.1642,0.029758,0.074239,-0.89272,-8.4094,4.6162,0.074828,0.9846,0.014698
-0.61016,0.35808,-0.39006,0.58936,-0.16397,0.044458,0.06562,-0.92181,-8.3184,4.5705,0.064738,0.98797,0.022584
-0.60971,0.35861,-0.39106,0.58883,-0.16488,0.04807,0.046951,-0.87714,-8.5903,4.571,0.073169,0.98463,0.016659
-0.60966,0.35868,-0.39146,0.58858,-0.17419,0.050523,0.031844,-0.8629,-8.7718,4.6012,0.074882,0.98615,0.020574
-0.6094,0.35901,-0.39214,0.58819,-0.17294,0.059112,0.031922,-0.83429,-8.8176,4.6771,0.073254,0.98617,0.024488
-0.60905,0.35933,-0.39286,0.58788,-0.15758,0.068896,0.045978,-0.89361,-8.9078,4.6307,0.076541,0.98612,0.018613
-0.60881,0.35945,-0.3936,0.58756,-0.1566,0.070185,0.062188,-0.93462,-8.9365,4.4037,0.078392,0.98446,0.026406
-0.60858,0.35959,-0.39429,0.58725,-0.15906,0.072688,0.069625,-0.93132,-8.8748,4.2229,0.078347,0.98761,0.028389
-0.6084,0.35975,-0.39492,0.58691,-0.17686,0.069091,0.063028,-0.94538,-8.7688,4.1775,0.078347,0.98761,0.028389
-0.60834,0.3599,-0.3955,0.58649,-0.17798,0.065383,0.055514,-0.93343,-8.8454,4.3435,0.081808,0.9828,0.026377
-0.60792,0.36007,-0.39645,0.58618,-0.17923,0.066639,0.060477,-0.87557,-8.8463,4.4652,0.076719,0.98763,0.032303
-0.60783,0.3602,-0.39694,0.58587,-0.18505,0.070329,0.052915,-0.83281,-8.9227,4.5865,0.081887,0.98591,0.036174
-0.60745,0.36046,-0.39799,0.58539,-0.18987,0.070375,0.056556,-0.84695,-8.8771,4.5411,0.083508,0.98746,0.034228
-0.60723,0.36065,-0.39862,0.58507,-0.19217,0.066675,0.049018,-0.88948,-8.8308,4.4046,0.0836,0.98743,0.040089
-0.60694,0.36088,-0.39956,0.58458,-0.17779,0.067786,0.043084,-0.9197,-8.7856,4.4192,0.081955,0.98431,0.038113
-0.60668,0.36108,-0.40038,0.58417,-0.16706,0.065251,0.040789,-0.93393,-8.8154,4.3737,0.081934,0.98903,0.044018
-0.6064,0.3613,-0.40105,0.58387,-0.16243,0.055418,0.045799,-0.89849,-8.7681,4.0728,0.08532,0.98738,0.042036
-0.60623,0.36154,-0.40124,0.58377,-0.15768,0.049237,0.043365,-0.83619,-8.8729,3.9381,0.083638,0.98585,0.040074
-0.60606,0.36181,-0.40178,0.5834,-0.16256,0.036997,0.045684,-0.85132,-8.9786,3.9377,0.083723,0.98739,0.047904
-0.60586,0.36228,-0.40241,0.58288,-0.16248,0.029587,0.035681,-0.8247,-8.8894,4.1343,0.083829,0.98421,0.049828
-0.60566,0.36255,-0.40292,0.58258,-0.17084,0.023494,0.034234,-0.85598,-8.6181,4.2246,0.080351,0.9859,0.045949
-0.6054,0.36291,-0.40358,0.58217,-0.17546,0.017326,0.020411,-0.91504,-8.4969,4.1784,0.083891,0.98419,0.053735
-0.60506,0.36338,-0.40409,0.58187,-0.17773,0.0062308,0.0066048,-0.97521,-8.4064,4.1925,0.080443,0.98587,0.05181
-0.60474,0.36389,-0.40456,0.58155,-0.17995,0.004965,-0.0058954,-0.99084,-8.4821,4.2223,0.085662,0.97941,0.05173
-0.60422,0.36435,-0.40515,0.58139,-0.17956,0.010994,-0.031993,-0.90107,-8.4672,4.239,0.082239,0.98264,0.053727
-0.60369,0.36492,-0.40573,0.58119,-0.15206,0.0046332,-0.042695,-0.91258,-8.4658,4.0428,0.080504,0.98584,0.055717
-0.60329,0.3654,-0.40587,0.5812,-0.13401,-0.0066168,-0.062327,-0.86338,-8.5548,3.8023,0.08227,0.98263,0.055681
-0.60264,0.36603,-0.4063,0.58118,-0.1258,-0.020167,-0.059759,-0.78711,-8.6298,3.7282,0.082294,0.9842,0.059603
-0.60245,0.36665,-0.40626,0.58101,-0.13161,-0.028789,-0.074865,-0.75856,-8.721,3.804,0.085597,0.98729,0.059618
-0.60245,0.36665,-0.40626,0.58101,-0.13279,-0.038633,-0.081173,-0.79318,-8.7529,4.0597,0.083983,0.98416,0.059596
-0.60178,0.36793,-0.40622,0.58093,-0.11956,-0.033835,-0.088352,-0.87079,-8.8897,4.1938,0.078914,0.98428,0.059617
-0.60178,0.36793,-0.40622,0.58093,-0.10415,-0.028989,-0.08055,-0.90344,-9.0719,4.3287,0.082379,0.98574,0.067432
-0.60105,0.36923,-0.40634,0.58077,-0.097092,-0.015468,-0.066634,-0.9059,-9.103,4.4643,0.078908,0.98585,0.061585
-0.60069,0.36976,-0.40639,0.58078,-0.091136,0.0017239,-0.057697,-0.88849,-9.1172,4.3289,0.0739,0.98595,0.065513
-0.60034,0.37008,-0.40648,0.58087,-0.093567,0.0042162,-0.05275,-0.8824,-8.979,3.9975,0.077341,0.98585,0.069406
-0.59989,0.3704,-0.40694,0.5808,-0.091136,-0.00073746,-0.058957,-0.84593,-8.7501,3.6516,0.075802,0.97955,0.069355
-0.59955,0.37067,-0.40711,0.58087,-0.083987,-0.016784,-0.06763,-0.82666,-8.5673,3.426,0.079075,0.98265,0.067416
-0.59924,0.3712,-0.40712,0.58085,-0.085264,-0.029057,-0.06773,-0.7716,-8.6598,3.6983,0.075826,0.98112,0.073277
-0.5989,0.37162,-0.40725,0.58083,-0.093514,-0.029031,-0.074117,-0.7473,-8.9187,4,0.077303,0.98743,0.069421
-0.59845,0.37232,-0.40734,0.58078,-0.099366,-0.031486,-0.082961,-0.72208,-9.0866,4.2566,0.07744,0.98424,0.073299
-0.5981,0.37278,-0.40723,0.58092,-0.10533,-0.024059,-0.078053,-0.75408,-9.1779,4.3614,0.073917,0.98908,0.071404
-0.5978,0.37313,-0.40735,0.58092,-0.087448,-0.013104,-0.073899,-0.78103,-9.1012,4.1952,0.070668,0.98755,0.077264
-0.59764,0.37357,-0.40734,0.58081,-0.074646,-0.0044796,-0.047452,-0.82327,-9.2511,4.0284,0.072341,0.98437,0.071367
-0.59774,0.37392,-0.40708,0.58067,-0.078361,0.0017413,-0.033793,-0.85245,-9.2356,3.9826,0.074092,0.98431,0.075267
-0.59731,0.37427,-0.40742,0.58065,-0.071268,0.0041732,-0.028659,-0.86705,-9.1298,3.9674,0.074146,0.98587,0.081142
-0.59707,0.37458,-0.40754,0.58061,-0.068929,0.005402,-0.024871,-0.95611,-9.0086,3.9207,0.075924,0.97951,0.077169
-0.59685,0.3749,-0.40758,0.58061,-0.054599,0.0016063,-0.029592,-0.8965,-8.9031,3.9521,0.070818,0.98122,0.077205
-0.59671,0.37507,-0.40767,0.58057,-0.026026,-0.0084201,-0.034071,-0.83699,-9.0845,3.968,0.070788,0.98123,0.075251
-0.59655,0.37515,-0.40774,0.58064,-0.010707,-0.0023146,-0.018794,-0.82505,-9.3876,4.1187,0.065767,0.98447,0.083116
-0.59659,0.37508,-0.40769,0.58067,0.0047162,0.02345,-0.00090336,-0.81283,-9.4642,4.2696,0.067326,0.98604,0.077263
-0.59665,0.37488,-0.40779,0.58068,0.016477,0.017266,0.0067592,-0.90091,-9.4181,4.1625,0.069077,0.98599,0.081163
-0.59688,0.37454,-0.40772,0.5807,0.039025,0.025761,0.017214,-0.93192,-9.3581,4.2223,0.068903,0.99076,0.0773
-0.59696,0.37437,-0.40777,0.5807,0.050814,0.035568,0.0312,-0.96008,-9.1762,4.1315,0.070743,0.98438,0.077234
-0.59714,0.37402,-0.40787,0.58067,0.050627,0.035627,0.04489,-0.98666,-9.0088,3.9503,0.070743,0.98438,0.077234
-0.59725,0.37366,-0.40786,0.5808,0.056691,0.034324,0.036287,-0.89258,-8.9922,3.7259,0.068985,0.98602,0.075303
-0.59757,0.37332,-0.40747,0.58096,0.059289,0.014549,0.010075,-0.84415,-8.8399,3.546,0.07247,0.98276,0.077213
-0.59765,0.37339,-0.40732,0.58093,0.060425,-0.0051334,0.0037515,-0.75684,-9.0675,3.683,0.070599,0.98914,0.075325
-0.59755,0.3734,-0.40724,0.58109,0.077033,-0.013835,0.0040248,-0.76154,-9.3863,3.9238,0.074105,0.98117,0.07133
-0.59796,0.37304,-0.4068,0.58121,0.074313,-0.0087919,0.031389,-0.85694,-9.5997,4.2083,0.07403,0.98433,0.07136
-0.59824,0.37275,-0.40674,0.58114,0.076645,0.0010543,0.04021,-0.96667,-9.4957,4.4779,0.07075,0.98281,0.075266
-0.59853,0.37246,-0.40645,0.58124,0.069454,0.020806,0.053884,-1.0533,-9.1774,4.3108,0.07572,0.98429,0.071352
-0.59862,0.37194,-0.40648,0.58145,0.080461,0.035417,0.040496,-1.02,-8.9195,4.1459,0.072364,0.98594,0.075289
-0.59891,0.37139,-0.40647,0.58152,0.081914,0.034097,0.020599,-1.0044,-8.6476,4.1314,0.075689,0.9843,0.069399
-0.59901,0.37092,-0.40644,0.58173,0.061852,0.037862,0.0090236,-0.91292,-8.5263,4.0578,0.073992,0.98592,0.071374
-0.59888,0.37069,-0.40664,0.58187,0.052429,0.03789,0.0013691,-0.8234,-8.7077,4.0743,0.074075,0.98118,0.069377
-0.59882,0.37054,-0.4068,0.58191,0.018063,0.041751,-0.0092423,-0.76233,-9.1602,3.9844,0.075689,0.9843,0.069399
-0.59876,0.3704,-0.40692,0.58198,-0.0038026,0.035868,0.018923,-0.71968,-9.5385,4.0902,0.070651,0.98441,0.071374
-0.59869,0.37021,-0.40727,0.58193,-0.0088183,0.043361,0.041278,-0.87325,-9.57,4.2834,0.0739,0.98595,0.065513
-0.59888,0.37007,-0.40732,0.58179,-0.029226,0.05831,0.060887,-1.0557,-9.3745,4.4311,0.07575,0.98428,0.073306
-0.59903,0.36991,-0.40755,0.58158,-0.049497,0.080601,0.074319,-1.0557,-9.133,4.4465,0.077303,0.98743,0.069421
-0.59882,0.3698,-0.40786,0.58165,-0.077858,0.089331,0.062611,-1.007,-8.7844,4.2669,0.079123,0.98577,0.07526
-0.59887,0.36978,-0.40798,0.58153,-0.10626,0.075919,0.042051,-0.80517,-8.7065,3.8937,0.074023,0.98591,0.073328
-0.59868,0.36975,-0.40861,0.5813,-0.10863,0.064856,0.035712,-0.60769,-9.1283,3.7309,0.075826,0.98112,0.073277
-0.59841,0.36981,-0.40906,0.58123,-0.11149,0.047789,0.061693,-0.6124,-9.6736,3.9563,0.077416,0.98268,0.069377
-0.59825,0.36993,-0.4099,0.58072,-0.11684,0.051693,0.10643,-0.76948,-9.9328,4.3301,0.079085,0.98736,0.075275
-0.59815,0.36969,-0.41087,0.58028,-0.1222,0.058064,0.15367,-0.90666,-9.9335,4.4483,0.080843,0.98572,0.077207
-0.59835,0.36943,-0.41174,0.57963,-0.12028,0.068037,0.19236,-0.99519,-9.6008,4.3868,0.084427,0.98086,0.083009
-0.59848,0.36895,-0.41288,0.57899,-0.11688,0.071762,0.20739,-0.96303,-9.1622,4.2974,0.086017,0.98243,0.07911
-0.59858,0.36862,-0.41398,0.57831,-0.10389,0.069249,0.21385,-0.94311,-8.8886,4.0417,0.084283,0.98562,0.0811
-0.59893,0.36829,-0.41482,0.57755,-0.090512,0.067849,0.19294,-0.92114,-8.6897,3.6654,0.089383,0.98549,0.083032
-0.59925,0.36811,-0.41557,0.5768,-0.066516,0.047949,0.16964,-0.93337,-8.6282,3.5145,0.096291,0.979,0.082945
-0.5999,0.3683,-0.41666,0.57522,-0.023435,0.035302,0.148,-0.97986,-8.7345,3.5889,0.086041,0.98399,0.083032
-0.60061,0.36742,-0.41693,0.57484,0.014654,0.019064,0.14118,-1.1053,-8.9478,3.8729,0.094595,0.98061,0.084921
-0.60113,0.36668,-0.41656,0.57503,0.037328,0.026289,0.14167,-1.2727,-9.175,3.9902,0.094452,0.98537,0.083011
-0.60163,0.36644,-0.41704,0.57431,0.062596,0.037125,0.12854,-1.3227,-9.2524,4.2606,0.099558,0.98367,0.082975
-0.60169,0.36643,-0.41719,0.57415,0.054502,0.049411,0.11725,-1.3843,-9.0114,4.3653,0.099558,0.98367,0.082975
-0.60231,0.36528,-0.41722,0.57422,0.048043,0.083704,0.084971,-1.3636,-8.5715,4.0797,0.10115,0.98366,0.077107
