0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.269193841796117272e-01,6.396998654944994200e-01,-1.400496818872521698e-01,6.236264972732474821e-01,-4.320994939487532438e-01,6.411324324467851943e-01,-1.450668216075452210e-01,6.174097898987223054e-01
1.076368791580541205e-03,-2.872218709325849526e-03,5.640480052393469571e-03,-6.773038245869278384e-01,7.227116760616005831e-01,-1.376494187570440342e-01,5.026193571980251962e-01,-7.542053032647970390e-02,8.612116611931799337e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.332462483606839276e-01,6.412541042275716752e-01,-1.454942969990937751e-01,6.163783510421393386e-01
-4.011660909868970540e-04,-5.393848731374015736e-03,9.689877506851789874e-04,-6.795676709263047677e-01,7.231371637244604633e-01,-1.235330849300720762e-01,5.097392936265456864e-01,-6.420759590842352316e-02,8.579296224987050801e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.335270364592225256e-01,6.420928671856342973e-01,-1.451271030186410960e-01,6.153935184397313352e-01
2.299345016343660748e-03,1.899838725232380057e-03,4.413904837989856937e-03,-6.943390431048606093e-01,7.075859072168929620e-01,-1.312077632164850294e-01,5.013064061214301814e-01,-6.235902244506137670e-02,8.630198372582823518e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.345058925430261842e-01,6.413906594858640453e-01,-1.456876657095362293e-01,6.153029784827821480e-01
1.509463309591479194e-04,6.371749252896873918e-03,-2.380885239806129934e-03,-6.721819588140920398e-01,7.278065702246091506e-01,-1.359007379771772495e-01,4.937902309725029637e-01,-6.421863009661248067e-02,8.672065355753707516e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.339311554001323290e-01,6.404799126636374629e-01,-1.459746066508941509e-01,6.165879078125050539e-01
5.296014597132876929e-03,-2.949364017024204421e-03,-2.624179424412491617e-03,-6.658488669548120464e-01,7.297018127847143543e-01,-1.555009671792909054e-01,5.339564037548286679e-01,-5.141676376028830181e-02,8.439471993517301263e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.344816849527727842e-01,6.404549143673862188e-01,-1.444179048921034880e-01,6.165927641886813637e-01
1.756382829806783308e-03,-1.523106842380256244e-03,1.728002484541408482e-03,-6.664223379355453947e-01,7.265139139764249521e-01,-1.675076126603731175e-01,5.100228013064437294e-01,-5.251514146843942049e-02,8.585562893975430265e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.350841514101712604e-01,6.404363629322423757e-01,-1.442583602161978118e-01,6.162244491526980283e-01
-2.711806300301462715e-03,3.820630475823746930e-03,2.300274128126611960e-04,-6.787503058681565449e-01,7.226722299320038623e-01,-1.305483449492511883e-01,5.034595485732604736e-01,-5.422837252805717129e-02,8.623153521556756740e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.345473151742222373e-01,6.401340012847757110e-01,-1.451284345789166930e-01,6.167129224774611229e-01
3.922327651689068787e-03,1.125968480812470978e-03,3.186855609790266181e-03,-6.770126681324786233e-01,7.231115596390803590e-01,-1.369799967311975675e-01,5.341138884646200458e-01,-2.966551723993276005e-02,8.448918932242696078e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.356251458961828971e-01,6.394181302950487922e-01,-1.451559007536631918e-01,6.166886989310783607e-01
1.872834396663788708e-03,-1.967018179380277190e-03,-1.556984438117769466e-03,-6.923844387205553286e-01,7.115699059073712363e-01,-1.194657190351972320e-01,5.062800973671398586e-01,-4.585862311832949317e-02,8.611489126136142591e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.357557309249271982e-01,6.395737318407478389e-01,-1.444040057557126888e-01,6.166116019238414570e-01
-1.097198695605446474e-03,2.905460380460203173e-03,2.189269543276662326e-05,-6.262492998378438314e-01,7.669924925537562332e-01,-1.397652704314871763e-01,5.061434025769940837e-01,-6.331206813939346811e-02,8.601223390051531137e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.354786495263574531e-01,6.392443912436213127e-01,-1.448931167901740258e-01,6.170339851070610893e-01
-8.052196667117307756e-04,-1.793154825517741333e-03,2.196960689815046202e-03,-6.679351165347150454e-01,7.274398062332565473e-01,-1.571432735024912430e-01,4.791073953702141286e-01,-7.128902209340712282e-02,8.748565476868394031e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.357537019974402903e-01,6.395289098544585382e-01,-1.451731679295795163e-01,6.164789014793483624e-01
-5.033892902709910825e-04,5.697034166616028609e-04,-3.538090766845298010e-03,-6.983543794714730524e-01,7.033238823042625709e-01,-1.328031522723517877e-01,4.834097964988162133e-01,-3.882921427217422145e-02,8.745325956006320123e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.351070747619950607e-01,6.396240929771083161e-01,-1.447470755549720711e-01,6.169368989560881644e-01
-1.110130018436057339e-03,-3.067765135951072523e-03,-4.858181176783242169e-03,-6.775774481619033507e-01,7.247200609796906612e-01,-1.251784124999061332e-01,4.877540377890338674e-01,-6.766237630246313417e-02,8.703549858842640763e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.342908076377998694e-01,6.403931208081424797e-01,-1.438075870178349702e-01,6.169339698371482106e-01
9.351570890843518115e-04,2.570558272241523293e-03,-3.594948739571720859e-03,-6.649399776848087251e-01,7.313994456493315699e-01,-1.513594297702544056e-01,4.877479399653492642e-01,-2.326535954287336713e-02,8.726744353451055813e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.337933698991928710e-01,6.400239590311332938e-01,-1.433668102100293662e-01,6.177690521771203036e-01
-3.856577507421096816e-03,2.220616900884617249e-03,1.408910672739279194e-03,-6.878322862495541701e-01,7.086368440751049658e-01,-1.572277622177037093e-01,4.902646740197137420e-01,-3.371096445571385852e-02,8.709214202692511231e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.333140037916100029e-01,6.400483078035907880e-01,-1.444285872747557986e-01,6.178329231868943117e-01
1.686023652860415287e-03,2.381907177256822937e-04,-2.460673671860346898e-03,-6.808536931120960922e-01,7.175705269385543872e-01,-1.467337297445443778e-01,4.997420012846216508e-01,-4.231092041477598625e-02,8.651402881415797275e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.331949950089656332e-01,6.399175416895656054e-01,-1.438001920269297573e-01,6.181983022543684481e-01
-4.312044312726585199e-03,8.204774616594346509e-03,-2.061925771108385087e-03,-6.643158369239208216e-01,7.285998366350570077e-01,-1.668135092474198056e-01,4.810524259723800711e-01,-5.844998158176925585e-02,8.747411977946270012e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.318903056650743033e-01,6.391888102331720889e-01,-1.450249115287671753e-01,6.195774396968501962e-01
-5.873260752006642660e-04,-1.570078870480893889e-03,-1.694226722969325747e-03,-6.695646976882773105e-01,7.289770138348752315e-01,-1.423925170435368093e-01,5.051920576151642805e-01,-3.894104654291100087e-02,8.621279370352751270e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.315908749251552434e-01,6.395567344866832649e-01,-1.446756011500633377e-01,6.194880713023755980e-01
-5.542259284922963812e-04,3.924217149079018904e-03,3.405712801196626163e-04,-7.015317422110586287e-01,7.000730194486958213e-01,-1.332328116880472368e-01,5.027675752337368298e-01,-5.376954267027007212e-02,8.627477044736884260e-01,-4.269193841796117828e-01,6.396998654944995311e-01,-1.400496818872521976e-01,6.236264972732475931e-01,-4.314128571625405750e-01,6.389961485419310971e-01,-1.452392313512571032e-01,6.200584121676987470e-01
